time,company,update_time,cost,first_name,first_line,second_line,name,second_name,bus_type
运行时间：松岗汽车站05:30-20:00 |文锦渡客运站08:00-22:00,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴10元,深圳高快巴士36公交车路线(松岗汽车站—文锦渡汽车站),"1:松岗汽车站
2:公明汽车站(1)
3:研祥北门
4:光明大道换乘站
5:华星光电
6:北环科苑天桥
7:世界之窗(2)
8:下沙(2)
9:会展中心南
10:滨河华强天桥
11:罗湖医院
12:文锦渡汽车站
","1:文锦渡汽车站
2:罗湖医院
3:滨河华强天桥
4:会展中心南
5:下沙(2)
6:世界之窗(2)
7:北环科苑天桥
8:华星光电
9:光明大道换乘站
10:研祥北门
11:公明汽车站
12:松岗汽车站
",深圳高快巴士36公交车路线,深圳高快巴士36公交车路线(文锦渡汽车站—松岗汽车站),高峰专线
运行时间：壹城中心花园公交总站-科技园公交总站 07:00 07:15 07:30,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴2.5元,深圳高快巴士32公交车路线(壹城中心花园公交总站—科技园公交总站),"1:壹城中心花园公交总站
2:风和日丽北
3:丰润居委会
4:银泉花园
5:锦绣江南西
6:松仔园
7:腾龙路口
8:北环铜鼓天桥
9:朗山路中
10:孙逸仙心血管医院
11:科苑北环立交(2)
12:科苑立交南
13:科苑北
14:深南科苑立交北
15:高科技中心
16:白石科苑路口
17:高新公寓
18:科技园公交总站
",,深圳高快巴士32公交车路线,,高峰专线
运行时间：楼村公交总站06:00 07:30 17:00 18:30 |月亮湾填海区公交总站07:40 09:10 18:40 20:10,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴10元,深圳高快巴士33公交车路线(楼村公交总站—月亮湾填海区公交总站),"1:楼村公交总站
2:中大附七换乘站
3:光明中心站
4:光明大道换乘站
5:华星光电
6:明湖公园
7:兴东地铁站
8:创业天虹商场
9:月亮湾填海区公交总站
","1:月亮湾填海区公交总站
2:创业天虹商场
3:兴东地铁站
4:塘尾羽毛球馆
5:华星光电
6:光明大道换乘站
7:光明中心站
8:中大附七换乘站
9:楼村公交总站
",深圳高快巴士33公交车路线,深圳高快巴士33公交车路线(月亮湾填海区公交总站—楼村公交总站),高峰专线
运行时间：长凤路总站06:30-08:30 15:00-17:00 |民田路公交总站08:30-10:30 17:30-19:30,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴上车2元，分段收费，全程10元,深圳高快巴士31公交车路线(长凤路总站—民田路公交总站),"1:长凤路总站
2:圳塘
3:东长光侨路口
4:东长同观路口
5:甲子塘村
6:甲子塘路口
7:田寮路口
8:田寮
9:玉律
10:石岩汽车站
11:万联商场
12:石岩街道办
13:官田村
14:宝燃油站
15:长城工业区
16:水田社区
17:东海花园
18:深航大厦
19:招商银行大厦(2)
20:深南香蜜立交
21:投资大厦
22:大中华国际广场
23:会展中心地铁站
24:卓越时代广场
25:购物公园地铁站
","26:民田路公交总站
",深圳高快巴士31公交车路线,深圳高快巴士31公交车路线(民田路公交总站—长凤路总站),高峰专线
运行时间：黄贝岭村总站07:00-09:00 17:30-19:30 |南岭花园总站07:00-09:00 17:30-19:30,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线32公交车路线(黄贝岭村总站—南岭花园总站),"1:黄贝岭村总站
2:黄贝岭地铁站(1)
3:冶金大厦
4:罗湖区委
5:螺岭
6:田贝(1)
7:洪湖公园(2)
8:荣超花园(4)
9:龙珠花园
10:木棉湾地铁站(2)
11:大芬油画村
12:南岭花园总站
","1:南岭花园总站
2:大芬油画村
3:木棉湾地铁站(2)
4:龙珠花园(3)
5:荣超花园(3)
6:洪湖公园(2)
7:田贝(1)
8:螺岭
9:罗湖区委
10:冶金大厦
11:黄贝岭地铁站(1)
12:黄贝岭村总站
",深圳高峰专线32公交车路线,深圳高峰专线32公交车路线(南岭花园总站—黄贝岭村总站),高峰专线
运行时间：楼村公交总站06:20 06:50 |沙河东公交总站17:40 18:10,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴10元,深圳高快巴士35公交车路线(楼村公交总站—沙河东公交总站),"1:楼村公交总站
2:中大附七换乘站
3:光明中心站
4:光明大道换乘站
5:光明会展中心
6:华强创意产业园
7:光明城站
8:玉律
9:红星居委会
10:石岩湖度假村
11:台湾工业区
12:创维天桥
13:西丽法庭(1)
14:世界之窗(2)
15:沙河东公交总站
","1:沙河东公交总站
2:世界之窗(2)
3:西丽法庭(1)
4:创维天桥
5:台湾工业区
6:石岩湖度假村
7:红星居委会
8:玉律
9:光明城站
10:华强创意产业园
11:光明会展中心
12:光明大道换乘站
13:光明中心站
14:中大附七换乘站
15:楼村公交总站
",深圳高快巴士35公交车路线,深圳高快巴士35公交车路线(沙河东公交总站—楼村公交总站),高峰专线
运行时间：坂田雪象村总站06:30-07:30 |科技园公交总站17:30-18:30,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴上车2元，分段收费，全程9元,深圳高快巴士34公交车路线(坂田雪象村总站—科技园公交总站),"1:坂田雪象村总站
2:雪象新村
3:宝岗派出所
4:象角塘西
5:万科城实验学校
6:万科城
7:中海日辉台
8:坂田路口西
9:坂田市场
10:里石排
11:利金城工业园
12:水斗新村
13:上油松村
14:牛栏前市场
15:万众城
16:牛栏前
17:沙吓
18:东边(1)
19:沙元埔
20:横岭二区
21:横岭
22:惠鑫公寓(1)
23:民乐地铁站(3)
24:广中医深圳医院
25:北环香梅北天桥
","26:高发科技园
27:北环铜鼓天桥
28:清华信息港
29:科苑立交南
30:科苑北
31:科发路
32:深南科技立交北
33:创维大厦
34:中兴通讯
35:深港产学研基地
36:白石科苑路口
37:高新公寓
38:科技园公交总站
",深圳高快巴士34公交车路线,深圳高快巴士34公交车路线(科技园公交总站—坂田雪象村总站),高峰专线
运行时间：光明圳美总站06:30-11:00 15:00-19:30 |前海航海路总站07:00-11:30 15:30-20:00,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴上车2元，分段收费，全程10元,深圳高快巴士30公交车路线(光明圳美总站—前海航海路总站),"1:光明圳美总站
2:第二职业技术学校
3:碧眼社康
4:光明中心站
5:光明社保分局
6:楼村一工业区
7:宏发上域
8:雍景城西
9:光明图书馆西
10:光明人民医院(2)
11:将石
12:东坑
13:公明塘尾
14:塘尾羽毛球馆
15:直升机场
16:研祥科技大厦
17:深圳大学
18:市六医院东
19:南航公司
20:南山派出所
21:中油大厦
22:城市山林西
23:太子山庄
24:青青世界
25:南山花园
","26:前海兴海路口
27:信利康大厦
28:前海航海路总站
",深圳高快巴士30公交车路线,深圳高快巴士30公交车路线(前海航海路总站—光明圳美总站),高峰专线
运行时间：凤凰总站06:50-08:00 17:15-18:15 |银湖汽车站总站07:30-08:30 17:30-18:30,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴上车2元，分段收费，全程8元,深圳高快巴士29公交车路线(凤凰总站—银湖汽车站总站),"1:凤凰总站
2:301总站
3:福永汽车站
4:宝安交警大队
5:翠湖花园
6:黄田
7:钟屋
8:宝安桃源居西
9:固戍村
10:西成工业区
11:宝安农批市场
12:宝安客运中心南
13:直升机场
14:北环香梅北天桥
15:深圳石油大厦
16:广中医深圳医院
17:彩田村北
18:笔架山水厂
19:市救助站
20:银湖汽车站总站
","1:银湖汽车站总站
2:市救助站
3:笔架山水厂
4:华茂苑
5:广中医深圳医院
6:北环香梅北天桥
7:直升机场
8:宝安客运中心南
9:宝安农批市场
10:西成工业区
11:固戍村
12:宝安桃源居西
13:钟屋
14:黄田
15:翠湖花园
16:宝安交警大队
17:福永汽车站
18:301总站
19:凤凰总站
",深圳高快巴士29公交车路线,深圳高快巴士29公交车路线(银湖汽车站总站—凤凰总站),高峰专线
运行时间：时尚创意城06:00-07:00 17:45-18:30 |福田高铁站07:30-08:30 19:00-20:00,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴3元,深圳高快巴士28公交车路线(时尚创意城总站—福田高铁站),"1:时尚创意城总站
2:石龙仔路口
3:浪宁路口
4:浪宁路南
5:高科工业园
6:惠科正门
7:龙军花园
8:枫丹雅苑
9:福田外语学校西
10:深圳石油大厦
11:广中医深圳医院
12:景鹏大厦
13:莲花山公园
14:儿童医院
15:市民中心
16:市民中心东
17:福田高铁站
","1:福田高铁站
2:市民中心西
3:儿童医院
4:莲花山公园(2)
5:景鹏大厦
6:广中医深圳医院
7:景田沃尔玛
8:枫丹雅苑
9:龙军花园
10:惠科正门
11:高科工业园
12:浪宁路南
13:浪宁路口
14:石龙仔路口
15:时尚创意城总站
",深圳高快巴士28公交车路线,深圳高快巴士28公交车路线(福田高铁站—时尚创意城总站),高峰专线
运行时间：观澜茗语华苑06:30-18:30 |购物公园地铁站08:00-20:00,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴5元,深圳高快巴士27公交车路线(观澜茗语华苑—购物公园地铁),"1:观澜茗语华苑
2:茗语华苑正门
3:黎光社康中心
4:捷坤工业区
5:库坑天桥
6:大富工业区路口
7:吉岭村综合楼
8:溢佳工业园
9:福安雅园
10:福安雅园北
11:永勤厂
12:民乐地铁站(3)
13:梅龙天桥
14:长城开发
15:莲花二村(2)
16:武警支队
17:彩福大厦
18:岗厦地铁站
19:会展中心地铁站
20:购物公园地铁站
","1:购物公园地铁站
2:会展中心地铁站
3:岗厦地铁站
4:彩福大厦
5:武警支队
6:莲花二村(2)
7:长城开发
8:梅龙天桥
9:民乐地铁站(3)
10:永勤厂
11:福安雅园北
12:福安雅园
13:溢佳工业园
14:吉岭村综合楼
15:福城街道办
16:库坑天桥
17:捷坤工业区
18:黎光社康中心
19:茗语华苑正门
20:观澜茗语华苑
",深圳高快巴士27公交车路线,深圳高快巴士27公交车路线(购物公园地铁—观澜茗语华苑),高峰专线
运行时间：南航明珠花园北门06:30-07:30 16:20-17:20 |桃源村08:10-09:10 18:00-19:00,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴3元,深圳高峰专线26公交车路线(南航明珠花园北门—桃源村),"1:南航明珠花园北门
2:固戍地铁站
3:联升购物广场
4:固戍红湾
5:华万工业园
6:银田工业区
7:西乡客运站
8:西乡盐田大门
9:宝源新村
10:华忆科技
11:海滨新村
12:深业新岸线
13:西岸花园
14:宝安行政中心北
15:宝安赛格
16:创业天虹商场
17:宝安交通运输局(3)
18:深南北环立交(1)
19:南头(1)
20:研祥科技大厦
21:豪方现代豪园
22:朗山路西
23:海普瑞
24:科技北三路
25:科陆大厦
","26:松坪学校小学部
27:茶光(1)
28:龙辉花园(2)
29:新屋村
30:桃源村
",深圳高峰专线26公交车路线,深圳高峰专线26公交车路线(桃源村—南航明珠花园北门),高峰专线
运行时间：六约新村06:40-07:40 |福田保税区总站17:30-18:30,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高快巴士26公交车路线(六约新村—福田保税区),"1:六约新村
2:深圳法律创意园
3:日塑
4:来座山
5:布吉慢城
6:康达尔
7:半岛苑
8:木棉湾地铁站(1)
9:荣超花园(2)
10:独树村
11:泥岗桥
12:红岗花园
13:市话大厦
14:海外装饰大厦(1)
15:人才大厦
16:市民中心东
17:大中华国际广场
18:福华三路口
19:皇岗中学
20:福民地铁站
21:国花路口
22:绒花路口东
23:福田保税区总站
","1:福田保税区总站
2:三号隧道口
3:福源花园
4:绒花路口东
5:椰风路口
6:国花路口
7:福民地铁站
8:皇岗中学
9:福华三路口
10:大中华国际广场
11:市民中心东
12:人才大厦
13:泥岗村(1)
14:宝安北路口(1)
15:泥岗桥
16:独树村(2)
17:荣超花园(2)
18:木棉湾地铁站(1)
19:东方半岛
20:半岛苑
21:康达尔
22:布吉慢城
23:来座山
24:日塑
25:深圳法律创意园
",深圳高快巴士26公交车路线,深圳高快巴士26公交车路线(福田保税区—六约新村),高峰专线
运行时间：光明光晟厂总站05:50 08:00 15:40 18:00 |深圳湾口岸公交总站08:00 10:00 18:00 20:30,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴10元,深圳高快巴士24公交车路线(光晟厂—深圳湾口岸),"1:光晟厂
2:中大附七换乘站
3:楼村小学
4:宏发上域
5:长春花园
6:锦鸿花园
7:钟表基地
8:深职院
9:西丽法庭(1)
10:茶光(1)
11:科苑北
12:高科技中心
13:深圳湾口岸公交总站
","1:深圳湾口岸公交总站
2:高科技中心
3:科苑北
4:茶光(1)
5:西丽法庭(1)
6:深职院
7:钟表基地
8:锦鸿花园
9:公明办事处
10:长春花园
11:宏发上域
12:楼村小学
13:中大附七换乘站
14:光晟厂
",深圳高快巴士24公交车路线,深圳高快巴士24公交车路线(深圳湾口岸—光晟厂),高峰专线
运行时间：牛栏前商业街07:00-09:00 |八卦路17:30-19:30,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线24公交车路线(牛栏前商业街—八卦路),"1:牛栏前商业街
2:牛栏前
3:水尾
4:民康路口
5:横岭二区
6:惠鑫公寓(3)
7:银湖汽车站(1)
8:泥岗村(2)
9:八卦路
","1:八卦路
2:旭飞花园
3:泥岗村(1)
4:银湖汽车站(1)
5:惠鑫公寓(2)
6:横岭二区
7:民康路口
8:水尾
9:牛栏前
10:牛栏前商业街
",深圳高峰专线24公交车路线,深圳高峰专线24公交车路线(八卦路—牛栏前商业街),高峰专线
运行时间：长凤路总站06:00-18:30 |沙河东公交总站07:40-20:10,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴上车2元，分段收费，全程8元,深圳高快巴士23公交车路线(长凤路总站—沙河东公交总站),"1:长凤路总站
2:海纳中心
3:普联科技园
4:田寮市场
5:公明模具基地
6:深职院
7:西丽法庭(1)
8:茶光(1)
9:科苑北
10:高科技中心
11:高新公寓南
12:中信红树湾
13:沙河东公交总站
","1:沙河东公交总站
2:中信红树湾
3:高新公寓南
4:高科技中心
5:科苑北
6:茶光(1)
7:西丽法庭(1)
8:深职院
9:公明模具基地
10:田寮市场
11:普联科技园
12:长凤路总站
",深圳高快巴士23公交车路线,深圳高快巴士23公交车路线(沙河东公交总站—长凤路总站),高峰专线
运行时间：光明圳美总站07:00-19:30 |福田南总站07:00-20:00,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴上车2元，分段收费，全程8元,深圳高快巴士25公交车路线(光明圳美总站—福田南总站),"1:光明圳美总站
2:第二职业技术学校
3:碧眼社康
4:光明中心站
5:滨河苑
6:东周小学
7:光明交通局
8:光明大道换乘站
9:景田沃尔玛
10:龙塘
11:香蜜二村
12:投资大厦
13:市民广场东
14:岗厦北地铁站(1)
15:上海宾馆
16:中大八院
17:福田南总站
","1:福田南总站
2:中大八院
3:上海宾馆
4:岗厦北地铁站(1)
5:市民广场东
6:广电大厦
7:香蜜二村
8:龙塘
9:景田沃尔玛
10:光明大道换乘站
11:光明交通局
12:东周小学
13:滨河苑
14:光明中心站
15:碧眼社康
16:第二职业技术学校
17:光明圳美总站
",深圳高快巴士25公交车路线,深圳高快巴士25公交车路线(福田南总站—光明圳美总站),高峰专线
运行时间：民康路口07:00-07:45 |门诊部17:35-18:15,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴3元,深圳高快巴士9公交车路线(民康路口—门诊部(1)),"1:民康路口
2:横岭二区
3:横岭
4:惠鑫公寓(2)
5:泥岗村(2)
6:八卦岭社康中心
7:友谊医院
8:市检察院(2)
9:园岭地铁站
10:西湖宾馆
11:振业大厦
12:人民桥
13:门诊部(1)
","1:门诊部(2)
2:人民桥
3:振业大厦
4:深港豪苑
5:西湖宾馆
6:园岭地铁站
7:市检察院(2)
8:友谊医院
9:八卦岭社康中心
10:平安大厦(2)
11:惠鑫公寓(2)
12:横岭
13:横岭二区
14:民康路口
",深圳高快巴士9公交车路线,深圳高快巴士9公交车路线(门诊部(2)—民康路口),高峰专线
运行时间：宝安体育馆南07:50 08:20|世界之窗18:00 18:20,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线8公交车路线(宝安赛格—世界之窗(2)),"1:宝安赛格
2:金成名苑
3:西城上筑
4:甲岸路口
5:中商花园
6:宝安实验学校
7:南头(1)
8:深大北门(1)
9:科技园(1)
10:大冲
11:世界之窗(2)
","1:世界之窗(2)
2:大冲
3:科技园(1)
4:深大北门(1)
5:南头(1)
6:中南花园
7:中商花园
8:甲岸路口
9:西城上筑
10:宝安赛格
",深圳高峰专线8公交车路线,深圳高峰专线8公交车路线(世界之窗(2)—宝安赛格),高峰专线
运行时间：万科第五园公交总站07:00-09:00 |科技园公交总站17:40-19:00,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴3元,深圳高峰专线22公交车路线(万科五园公交总站—科技园公交总站),"1:万科五园公交总站
2:南坑村
3:星光之约(2)
4:滢水山庄(2)
5:广中医深圳医院
6:科苑北
7:中兴通讯
8:科技园公交总站
","1:科技园公交总站
2:中兴通讯
3:科苑北
4:广中医深圳医院
5:滢水山庄(2)
6:星光之约(2)
7:南坑村
8:万科五园公交总站
",深圳高峰专线22公交车路线,深圳高峰专线22公交车路线(科技园公交总站—万科五园公交总站),高峰专线
运行时间：固戍公交接驳站07:20 07:30 07:40 07:55 |高新西公交总站17:50 18:10 18:20 18:30,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高快巴士21公交车路线(固戍地铁公交接驳站—高新西公交总站),"1:固戍地铁公交接驳站
2:固戍地铁站
3:联升购物广场
4:华盛辉大厦
5:西乡地铁站
6:永丰路口
7:坪洲地铁站
8:径贝居委会
9:万和制药
10:科兴科学园西
11:深圳软件园
12:帝景园
13:高新西公交总站
","1:高新西公交总站
2:帝景园
3:深圳软件园西
4:深圳软件园
5:科兴科学园西
6:万和制药
7:奥萨医药
8:赛百诺
9:径贝居委会
10:坪洲地铁站
11:永丰路口
12:西乡地铁站
13:华盛辉大厦
14:联升购物广场
15:固戍地铁站
16:固戍地铁公交接驳站
",深圳高快巴士21公交车路线,深圳高快巴士21公交车路线(高新西公交总站—固戍地铁公交接驳站),高峰专线
运行时间：万科第五园公交总站07:00-09:30 |福田保税区总站17:00-19:30,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴3元,深圳高峰专线21公交车路线(万科五园公交总站—福田保税区),"1:万科五园公交总站
2:光雅园路口
3:坂田石化新村
4:南坑村
5:星光之约(2)
6:滢水山庄(1)
7:莲花中学
8:福华新村
9:联合广场
10:高级技校
11:绒花路口西
12:福田保税区总站
","1:福田保税区总站
2:绒花路口东
3:高级技校
4:联合广场
5:岗厦北地铁站(1)
6:莲花中学
7:滢水山庄(1)
8:星光之约(2)
9:南坑村
10:坂田手造文化街
11:万科五园公交总站
",深圳高峰专线21公交车路线,深圳高峰专线21公交车路线(福田保税区—万科五园公交总站),高峰专线
运行时间：五区市场07:30-08:40 |大冲17:45 18:20 19:00,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线9公交车路线(五区市场—大冲),"1:五区市场
2:宝安汽车站
3:宝民派出所
4:宝民社区
5:深南北环立交(2)
6:深大北门(1)
7:科技园(1)
8:大冲
","1:大冲
2:科技园(1)
3:深大北门(1)
4:研祥科技大厦
5:方鼎华庭
6:深南北环立交(3)
7:五区市场
8:宝安汽车站
9:宝民派出所
10:宝民社区
",深圳高峰专线9公交车路线,深圳高峰专线9公交车路线(大冲—宝民社区),高峰专线
运行时间：深南北环立交06:40-21:00 |龙华总站06:40-21:00,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴6元,深圳高快巴士10公交车路线(深南北环立交—龙华总站),"1:深南北环立交(2)
2:宝安交通运输局
3:西乡路口
4:宝安中心医院
5:宝安农批市场
6:固戍村
7:宝安桃源居西
8:鹤洲桥底
9:羊台山
10:大浪石观工业区
11:龙华村
12:金龙华广场
13:龙华天虹商场
14:人民医院龙华分院
15:龙华汽车站西
16:龙华总站
","1:龙华总站
2:龙华汽车站西
3:人民医院龙华分院
4:龙华天虹商场
5:金龙华广场
6:龙华村
7:大浪石观工业区
8:羊台山
9:鹤洲桥底
10:宝安桃源居西
11:固戍村
12:宝安农批市场
13:宝安中心医院
14:西乡路口
15:宝安交通运输局(2)
16:深南北环立交(3)
",深圳高快巴士10公交车路线,深圳高快巴士10公交车路线(龙华总站—深南北环立交(3)),高峰专线
运行时间：西乡恒生医院-会展中心 07:00 07:15 07:30,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴5元,深圳高快巴士8公交车路线(西乡恒生医院—会展中心),"1:西乡恒生医院
2:同仁妇科医院
3:金成名苑
4:宝安实验学校
5:上沙
6:会展中心
",,深圳高快巴士8公交车路线,,高峰专线
运行时间：华瀚科技总站06:30-20:00 |蛇口广场07:20-21:00,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴2.5元,深圳高峰专线7公交车路线(华瀚科技总站—蛇口广场),"1:华瀚科技总站
2:华瀚科技
3:科苑北环立交(2)
4:科苑立交南
5:科苑北
6:科发路
7:深南科技立交北
8:创维大厦
9:中兴通讯
10:深港产学研基地
11:粤海门村
12:桂庙村口
13:南山文化中心
14:北师大附小
15:后海新村
16:海月花园
17:半岛花园
18:湾厦村委
19:永乐新村
20:东角头
21:蛇口广场
","1:蛇口广场
2:蛇口新街
3:东角头
4:永乐新村
5:湾厦村委
6:半岛花园
7:海月花园
8:后海新村
9:北师大附小
10:南山文化中心
11:桂庙村口
12:粤海门村
13:深港产学研基地
14:中兴通讯
15:创维大厦
16:深南科技立交北
17:科发路
18:深南科苑立交北
19:科苑北
20:科苑北环立交
21:华瀚科技
22:华瀚科技总站
",深圳高峰专线7公交车路线,深圳高峰专线7公交车路线(蛇口广场—华瀚科技总站),高峰专线
运行时间：下沙总站07:15-09:00 |绒花路口东17:40-19:30,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴2元,深圳高峰专线1公交车路线(下沙总站—绒花路口东),"1:下沙总站
2:下沙(1)
3:上沙村
4:金地花园
5:沙嘴
6:益田村南
7:第三中学初中部
8:绒花路口西
9:绒花路口东
","1:绒花路口东
2:第三中学初中部
3:益田村南
4:福荣中路
5:下沙总站
6:下沙(1)
",深圳高峰专线1公交车路线,深圳高峰专线1公交车路线(绒花路口东—下沙(1)),高峰专线
运行时间：西乡恒生医院-大冲 07:00 07:20 07:40,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴3元,深圳高快巴士7公交车路线(西乡恒生医院—大冲),"1:西乡恒生医院
2:海滨广场
3:宝安市场监管分局
4:大冲
",,深圳高快巴士7公交车路线,,高峰专线
运行时间：光明白花洞总站06:20-17:10 |华强路地铁公交接驳站08:00-19:00,深圳市西部公共汽车有限公司,最后更新：2018-12-14,票价信息：冷巴上车2元，分段收费，全程7元,深圳高快巴士6公交车路线(光明白花洞总站—华强路地铁公交接驳站),"1:光明白花洞总站
2:富民花园
3:富民广场
4:白花洞路口
5:宝源科技
6:大水坑一村
7:富士康南门
8:金湖湾园区
9:观悦酒店
10:吉岭新村
11:深雅五金塑料厂
12:章阁市场
13:大富工业区
14:硅谷动力观澜园
15:陂头吓新村
16:丰盛集团
17:陂头小区
18:陂老村
19:佳怡工业园
20:企坪村
21:桂花二市场
22:庙溪新村
23:庙溪一市场
24:长安桥
25:观澜爱心家园
","26:民乐地铁站(4)
27:福田党校
28:莲花二村(1)
29:华富路(1)
30:上海宾馆
31:华强路地铁公交接驳站
",深圳高快巴士6公交车路线,深圳高快巴士6公交车路线(华强路地铁公交接驳站—光明白花洞总站),高峰专线
运行时间：樟坑三区07:00-10:00 |群星广场18:00-22:00,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴3元,深圳高快巴士4公交车路线(樟坑三区—群星广场),"1:樟坑三区
2:横岭二区
3:横岭
4:群星广场
","1:群星广场
2:华富路口
3:惠鑫公寓(2)
4:横岭
5:横岭二区
6:樟坑三区
",深圳高快巴士4公交车路线,深圳高快巴士4公交车路线(群星广场—樟坑三区),高峰专线
运行时间：民乐地铁站07:00-09:00|福田保税区17:15-19:30,深圳巴士集团股份有限公司,最后更新：2018-12-14,票价信息：冷巴3元,深圳高峰专线3公交车路线(民乐地铁站—绒花路口东),"1:民乐地铁站
2:岗厦村
3:高级技校
4:绒花路口东
","1:绒花路口东
2:高级技校
3:岗厦村
4:中级法院
5:民乐地铁站
",深圳高峰专线3公交车路线,深圳高峰专线3公交车路线(绒花路口东—民乐地铁站),高峰专线
